cell_id,lat,lon,area_m2,footfall_persons,waste_kg_total,waste_compostable_kg,waste_recyclable_kg,waste_general_kg
98,28.54946228316591,77.18491622812316,2500.0,86.99,13.0479,5.2192,5.2192,2.6096
99,28.549899857252083,77.184913704146,2332.248836917356,72.21,10.8313,4.3325,4.3325,2.1663
100,28.54449434730071,77.18532595391736,2484.9089254128967,123.52,18.5284,7.4113,7.4113,3.7057
101,28.54494406742935,77.1853338569575,2500.0,132.26,19.839,7.9356,7.9356,3.9678
102,28.545395066710142,77.18534317045663,2500.0,138.53,20.7789,8.3116,8.3116,4.1558
103,28.545846065958187,77.18535248416991,2500.0,142.7,21.4049,8.5619,8.5619,4.281
104,28.54629706517347,77.18536179809729,2500.0,144.57,21.6862,8.6745,8.6745,4.3372
105,28.54674806435599,77.18537111223881,2500.0,144.06,21.6088,8.6435,8.6435,4.3218
106,28.54719906350575,77.18538042659445,2500.0,141.17,21.1761,8.4704,8.4704,4.2352
107,28.54765006262275,77.18538974116422,2500.0,136.06,20.409,8.1636,8.1636,4.0818
108,28.548101061707,77.18539905594811,2500.0,128.96,19.3443,7.7377,7.7377,3.8689
109,28.548552060758464,77.18540837094616,2500.0,120.21,18.0315,7.2126,7.2126,3.6063
110,28.549003059777174,77.18541768615835,2500.0,110.19,16.529,6.6116,6.6116,3.3058
111,28.54945405876313,77.18542700158467,2500.0,99.33,14.9002,5.9601,5.9601,2.98
112,28.549808839628067,77.18540026442615,1354.925641475711,48.64,7.2961,2.9184,2.9184,1.4592
113,28.544529014601192,77.18578334127228,1749.5861880685009,99.09,14.863,5.9452,5.9452,2.9726
114,28.544935842642335,77.18584460847757,2500.0,151.74,22.7617,9.1047,9.1047,4.5523
115,28.54538684176963,77.18585392414921,2500.0,158.81,23.8222,9.5289,9.5289,4.7644
116,28.54583784086417,77.18586324003503,2500.0,163.43,24.5151,9.806,9.806,4.903
117,28.546288839925943,77.18587255613504,2500.0,165.37,24.806,9.9224,9.9224,4.9612
118,28.546739838954956,77.1858818724492,2500.0,164.53,24.6801,9.872,9.872,4.936
119,28.54719083795121,77.18589118897754,2500.0,160.96,24.1433,9.6573,9.6573,4.8287
120,28.547641836914703,77.18590050572007,2500.0,154.82,23.2223,9.2889,9.2889,4.6445
121,28.548092835845424,77.18590982267676,2500.0,146.41,21.9616,8.7846,8.7846,4.3923
122,28.548543834743388,77.18591913984767,2500.0,136.14,20.4208,8.1683,8.1683,4.0842
123,28.54899483360859,77.18592845723275,2500.0,124.46,18.6692,7.4677,7.4677,3.7338
124,28.54944300395152,77.18593479019106,2466.1012201660574,110.37,16.5552,6.6221,6.6221,3.311
125,28.544539667906328,77.1863748921151,1735.523994662799,113.88,17.0818,6.8327,6.8327,3.4164
126,28.544927615936352,77.18635535978346,2500.0,171.72,25.7585,10.3034,10.3034,5.1517
127,28.54537861491011,77.18636467762762,2500.0,179.58,26.937,10.7748,10.7748,5.3874
128,28.545829613851108,77.186373995686,2500.0,184.61,27.6917,11.0767,11.0767,5.5383
129,28.54628061275934,77.18638331395859,2500.0,186.56,27.9845,11.1938,11.1938,5.5969
130,28.546731611634808,77.1863926324454,2500.0,185.34,27.8003,11.1201,11.1201,5.5601
131,28.547182610477513,77.18640195114645,2500.0,180.99,27.1482,10.8593,10.8593,5.4296
132,28.547633609287455,77.18641127006173,2500.0,173.74,26.0608,10.4243,10.4243,5.2122
133,28.54808460806463,77.18642058919123,2500.0,163.94,24.5917,9.8367,9.8367,4.9183
134,28.54853560680905,77.18642990853499,2500.0,152.07,22.8109,9.1244,9.1244,4.5622
135,28.548986605520696,77.18643922809296,2500.0,138.66,20.7995,8.3198,8.3198,4.1599
136,28.549369939146683,77.18641978818582,1686.895467247814,84.9,12.7355,5.0942,5.0942,2.5471
137,28.54446993921901,77.18685848478222,2481.645433864785,179.12,26.8685,10.7474,10.7474,5.3737
138,28.5449193873114,77.18686611087514,2500.0,191.72,28.758,11.5032,11.5032,5.7516
139,28.545370386131584,77.1868754308918,2500.0,200.32,30.0476,12.0191,12.0191,6.0095
140,28.545821384919,77.18688475112273,2500.0,205.71,30.856,12.3424,12.3424,6.1712
141,28.54629881693703,77.18684816866919,1801.108270814635,148.21,22.2315,8.8926,8.8926,4.4463
142,28.54672338239554,77.18690339222739,2500.0,205.93,30.8894,12.3558,12.3558,6.1779
143,28.54717438108467,77.18691271310114,2500.0,200.75,30.1122,12.0449,12.0449,6.0224
144,28.547625379741028,77.18692203418915,2500.0,192.33,28.8493,11.5397,11.5397,5.7699
145,28.54807637836463,77.18693135549145,2500.0,181.09,27.1638,10.8655,10.8655,5.4328
146,28.548527376955455,77.18694067700805,2500.0,167.58,25.1368,10.0547,10.0547,5.0274
147,28.54897837551352,77.18694999873894,2500.0,152.41,22.861,9.1444,9.1444,4.5722
148,28.544094126369973,77.1873922488097,1481.3146028202027,111.38,16.7077,6.6831,6.6831,3.3415
149,28.544460158068148,77.18736753977774,2500.0,198.82,29.823,11.9292,11.9292,5.9646
150,28.54491115676748,77.18737686175258,2500.0,211.21,31.6808,12.6723,12.6723,6.3362
151,28.54536215543405,77.18738618394174,2500.0,220.47,33.0703,13.2281,13.2281,6.6141
152,28.54577038256356,77.18737134694604,1972.533121652936,177.41,26.6121,10.6448,10.6448,5.3224
153,28.546720775752505,77.18740888120139,2433.375460467637,219.47,32.9204,13.1682,13.1682,6.5841
154,28.54716614977268,77.18742347484154,2500.0,219.67,32.9501,13.18,13.18,6.59
155,28.547617148275428,77.1874327981023,2500.0,210.04,31.5067,12.6027,12.6027,6.3013
156,28.5480681467454,77.18744212157739,2500.0,197.35,29.6022,11.8409,11.8409,5.9204
157,28.548519145182617,77.18745144526683,2500.0,182.19,27.329,10.9316,10.9316,5.4658
158,28.548931258582872,77.18743729210121,2017.1561368163584,134.14,20.1208,8.0483,8.0483,4.0242
159,28.54400846943928,77.18787631850788,2406.907458414734,193.3,28.9946,11.5978,11.5978,5.7989
160,28.544451925758914,77.18787828826842,2500.0,216.34,32.4508,12.9803,12.9803,6.4902
161,28.5449029243046,77.18788761241571,2500.0,229.62,34.4427,13.7771,13.7771,6.8885
162,28.54535392281752,77.18789693677734,2500.0,239.44,35.9163,14.3665,14.3665,7.1833
163,28.54567066374904,77.1878521059355,893.8960758736357,86.58,12.9866,5.1946,5.1946,2.5973
164,28.54678675118856,77.18789582672449,1552.9848424135707,150.43,22.5639,9.0256,9.0256,4.5128
165,28.54715791654156,77.1879342363676,2500.0,237.16,35.5736,14.2294,14.2294,7.1147
166,28.54760891489064,77.1879435618011,2500.0,226.33,33.9492,13.5797,13.5797,6.7898
167,28.548059913206966,77.18795288744899,2500.0,212.19,31.8292,12.7317,12.7317,6.3658
168,28.548510911490514,77.18796221331127,2500.0,195.45,29.3171,11.7268,11.7268,5.8634
169,28.54883097776554,77.18791945973898,934.8502059117892,67.81,10.1712,4.0685,4.0685,2.0342
170,28.54364815778456,77.1884115465103,1227.105210989248,99.0,14.8497,5.9399,5.9399,2.9699
171,28.543992693105977,77.18837971043943,2500.0,215.27,32.2912,12.9165,12.9165,6.4582
172,28.544443691530752,77.18838903654473,2500.0,232.37,34.8552,13.9421,13.9421,6.971
173,28.544894689922756,77.18839836286446,2500.0,246.39,36.9585,14.7834,14.7834,7.3917
174,28.54532633681497,77.18839208944033,2256.927605894799,230.93,34.6393,13.8557,13.8557,6.9279
175,28.54715033683553,77.18844431330703,2492.626375582264,251.85,37.7782,15.1113,15.1113,7.5556
176,28.547600679586683,77.18845432528553,2500.0,240.63,36.0944,14.4378,14.4378,7.2189
177,28.548051677749317,77.1884636531062,2500.0,225.13,33.7692,13.5077,13.5077,6.7538
178,28.548485125742747,77.18845842128228,2279.652826601769,189.08,28.3622,11.3449,11.3449,5.6724
179,28.543551327648956,77.18889611830042,2274.6196698541016,190.43,28.5651,11.426,11.426,5.713
180,28.543984457112614,77.18889045632896,2500.0,228.49,34.2736,13.7094,13.7094,6.8547
181,28.544435455383667,77.18889978460666,2500.0,246.39,36.9588,14.7835,14.7835,7.3918
182,28.544886453621956,77.18890911309882,2500.0,260.97,39.1454,15.6582,15.6582,7.8291
183,28.54523115603486,77.1888790994136,1236.4895798265934,132.75,19.9129,7.9652,7.9652,3.9826
184,28.547198809331963,77.1889305877019,1810.901151201688,190.89,28.6339,11.4535,11.4535,5.7268
185,28.547592442363552,77.18896508855552,2500.0,252.44,37.866,15.1464,15.1464,7.5732
186,28.548043440372464,77.18897441854898,2500.0,235.68,35.3524,14.1409,14.1409,7.0705
187,28.54839076582989,77.18894516996617,1266.8200316955335,111.6,16.74,6.696,6.696,3.348
188,28.543201432980037,77.18943431370738,972.8958191466518,78.98,11.8466,4.7386,4.7386,2.3693
189,28.54352522105029,77.18939187176848,2500.0,218.35,32.7521,13.1008,13.1008,6.5504
190,28.543976219200363,77.18940120200405,2500.0,239.46,35.9197,14.3679,14.3679,7.1839
191,28.544427217317672,77.18941053245412,2500.0,257.93,38.6897,15.4759,15.4759,7.7379
192,28.544872683316655,77.18941433276501,2432.515234157205,265.22,39.7833,15.9133,15.9133,7.9567
193,28.54728390185397,77.1894004478425,689.8593055899255,74.53,11.1802,4.4721,4.4721,2.236
194,28.54758420322126,77.18947585161102,2500.0,261.32,39.1975,15.679,15.679,7.8395
195,28.548030307112302,77.1894802289347,2440.4867567634205,237.82,35.6723,14.2689,14.2689,7.1345
196,28.54309897980364,77.18991567464784,2084.7820681718977,170.83,25.6251,10.2501,10.2501,5.125
197,28.543516981372953,77.18990261505672,2500.0,226.23,33.9345,13.5738,13.5738,6.7869
198,28.543967979369235,77.18991194746462,2500.0,247.81,37.1715,14.8686,14.8686,7.4343
199,28.544418977332757,77.18992128008706,2500.0,266.57,39.9861,15.9944,15.9944,7.9972
200,28.54484372376809,77.18993892649864,2202.1829890604477,247.5,37.1248,14.8499,14.8499,7.425
201,28.547611616884375,77.18996505055892,2061.3563570308124,218.83,32.825,13.13,13.13,6.565
202,28.5479516614357,77.18996552153561,1598.789857479278,160.74,24.1108,9.6443,9.6443,4.8222
203,28.542753157057103,77.19046424148476,718.6864273040555,55.12,8.2683,3.3073,3.3073,1.6537
204,28.543057741901535,77.19040402376481,2500.0,207.81,31.1714,12.4685,12.4685,6.2343
205,28.54350873977677,77.19041335813043,2500.0,231.48,34.7226,13.889,13.889,6.9445
206,28.543959737619236,77.19042269271064,2500.0,253.21,37.9822,15.1929,15.1929,7.5964
207,28.54441073542893,77.19043202750547,2500.0,271.99,40.7987,16.3195,16.3195,8.1597
208,28.54486151813001,77.19044158528642,2497.6270427259733,286.61,42.9912,17.1965,17.1965,8.5982
209,28.54769854260452,77.19044961485544,947.4335416781328,99.94,14.9908,5.9963,5.9963,2.9982
210,28.54265232442891,77.19093250271503,1841.5817313827577,139.01,20.851,8.3404,8.3404,4.1702
211,28.54304949854037,77.19091476445165,2500.0,210.29,31.5437,12.6175,12.6175,6.3087
212,28.543500496261753,77.19092410098953,2500.0,233.9,35.0849,14.034,14.034,7.017
213,28.54395149395036,77.19093343774206,2500.0,255.46,38.3191,15.3276,15.3276,7.6638
214,28.544402491606192,77.19094277470924,2500.0,273.96,41.0945,16.4378,16.4378,8.2189
215,28.544853489229254,77.1909521118911,2500.0,288.48,43.2725,17.309,17.309,8.6545
216,28.54514690634389,77.19098850567276,727.6544349617325,85.98,12.8964,5.1586,5.1586,2.5793
217,28.54259061766487,77.19141657781195,2495.812921985655,185.54,27.8315,11.1326,11.1326,5.5663
218,28.543041253260412,77.19142550492384,2500.0,210.15,31.5231,12.6092,12.6092,6.3046
219,28.543492250827903,77.19143484363398,2500.0,233.36,35.0039,14.0016,14.0016,7.0008
220,28.54394324836261,77.19144418255883,2500.0,254.44,38.1656,15.2662,15.2662,7.6331
221,28.54439424586455,77.19145352169838,2500.0,272.39,40.8584,16.3434,16.3434,8.1717
222,28.54484524333371,77.19146286105264,2500.0,286.31,42.947,17.1788,17.1788,8.5894
223,28.545184448243415,77.19148759414912,1245.817315322347,146.27,21.9406,8.7762,8.7762,4.3881
224,28.542206872819488,77.19194925283874,1587.3723395401612,103.91,15.5862,6.2345,6.2345,3.1172
225,28.542582008615316,77.19192690451368,2500.0,183.7,27.5543,11.0217,11.0217,5.5109
226,28.543033006061652,77.19193624518132,2500.0,207.37,31.1051,12.442,12.442,6.221
227,28.543484003475207,77.19194558606374,2500.0,229.85,34.4775,13.791,13.791,6.8955
228,28.543935000855992,77.1919549271609,2500.0,250.15,37.5226,15.0091,15.0091,7.5045
229,28.544385998204,77.19196426847282,2500.0,267.3,40.095,16.038,16.038,8.019
230,28.544836995519237,77.19197360999947,2500.0,280.43,42.0643,16.8257,16.8257,8.4129
231,28.545222546386583,77.1919941028838,1763.9801956829615,203.02,30.4531,12.1812,12.1812,6.0906
232,28.542151870407064,77.19241526528307,2152.758996611818,135.9,20.3849,8.154,8.154,4.077
233,28.54257375965173,77.19243764238422,2500.0,179.28,26.8913,10.7565,10.7565,5.3783
234,28.543024756944103,77.19244698522408,2500.0,201.99,30.2992,12.1197,12.1197,6.0598
235,28.543475754203698,77.19245632827875,2500.0,223.47,33.5198,13.4079,13.4079,6.704
236,28.543926751430515,77.19246567154822,2500.0,242.73,36.4091,14.5637,14.5637,7.2818
237,28.54437774862456,77.19247501503249,2500.0,258.85,38.8282,15.5313,15.5313,7.7656
238,28.54482874578581,77.19248435873155,2500.0,271.03,40.6538,16.2615,16.2615,8.1308
239,28.545260645823067,77.19250280708228,2280.503185570624,253.73,38.0593,15.2237,15.2237,7.6119
240,28.5422367191845,77.19289041969184,1030.3772832616232,64.85,9.7271,3.8908,3.8908,1.9454
241,28.542565508769385,77.19294838003998,2500.0,172.7,25.9046,10.3618,10.3618,5.1809
242,28.54301650590776,77.19295772505204,2500.0,194.2,29.1293,11.6517,11.6517,5.8259
243,28.543467503013353,77.19296707027895,2500.0,214.4,32.1605,12.8642,12.8642,6.4321
244,28.54391850008617,77.19297641572074,2500.0,232.41,34.8613,13.9445,13.9445,6.9723
245,28.54436949712621,77.19298576137734,2500.0,247.34,37.1008,14.8403,14.8403,7.4202
246,28.544820494133475,77.1929951072488,2500.0,258.43,38.7642,15.5057,15.5057,7.7528
247,28.54527149110795,77.19300445333515,2500.0,265.08,39.7624,15.9049,15.9049,7.9525
248,28.54257934355845,77.19344199402677,2224.1590303252083,147.22,22.0824,8.833,8.833,4.4165
249,28.543008252952628,77.19346846466516,2500.0,184.22,27.6323,11.0529,11.0529,5.5265
250,28.54345924990419,77.19347781206433,2500.0,202.96,30.444,12.1776,12.1776,6.0888
251,28.543910246822968,77.19348715967838,2500.0,219.54,32.931,13.1724,13.1724,6.5862
252,28.54436124370897,77.19349650750735,2500.0,233.15,34.9718,13.9887,13.9887,6.9944
253,28.54481224056219,77.19350585555122,2500.0,243.07,36.4612,14.5845,14.5845,7.2922
254,28.545263237382635,77.19351520381,2500.0,248.79,37.3192,14.9277,14.9277,7.4638
255,28.54556459141046,77.1935484053296,818.468836764805,81.57,12.2355,4.8942,4.8942,2.4471
256,28.542669252972203,77.19392237977313,1054.712248861324,67.51,10.126,4.0504,4.0504,2.0252
257,28.542999998078717,77.19397920406337,2500.0,172.38,25.8568,10.3427,10.3427,5.1714
258,28.543450994876203,77.1939885536348,2500.0,189.51,28.4271,11.3708,11.3708,5.6854
259,28.543901991640908,77.19399790342113,2500.0,204.55,30.6831,12.2732,12.2732,6.1366
260,28.54435298837284,77.19400725342246,2500.0,216.76,32.5137,13.0055,13.0055,6.5027
261,28.54480398507198,77.19401660363872,2500.0,225.49,33.8241,13.5297,13.5297,6.7648
262,28.54525498173835,77.19402595406994,2500.0,230.29,34.5437,13.8175,13.8175,6.9087
263,28.545602286483973,77.1940496603252,1336.6317171254195,123.23,18.4841,7.3936,7.3936,3.6968
264,28.54301257461577,77.19447354416106,2240.1657406764066,143.61,21.5415,8.6166,8.6166,4.3083
265,28.543442737929407,77.1944992949903,2500.0,174.51,26.176,10.4704,10.4704,5.2352
266,28.54389373454,77.19450864694895,2500.0,187.95,28.192,11.2768,11.2768,5.6384
267,28.544344731117818,77.1945179991226,2500.0,198.72,29.8084,11.9233,11.9233,5.9617
268,28.544795727662855,77.19452735151124,2500.0,206.27,30.941,12.3764,12.3764,6.1882
269,28.545246724175104,77.19453670411491,2500.0,210.19,31.5288,12.6115,12.6115,6.3058
270,28.54564041939316,77.19455676306237,1854.794597486034,155.78,23.3674,9.347,9.347,4.6735
271,28.543466595821396,77.1949094832011,1430.992952210363,93.05,13.9571,5.5828,5.5828,2.7914
272,28.54389259246475,77.19501000051342,2397.094287779872,163.72,24.5586,9.8234,9.8234,4.9117
273,28.544336471943915,77.19502874460774,2500.0,179.62,26.9425,10.777,10.777,5.3885
274,28.544787468334807,77.19503809916877,2500.0,186.03,27.9042,11.1617,11.1617,5.5808
275,28.545238464692908,77.19504745394487,2500.0,189.14,28.3706,11.3483,11.3483,5.6741
276,28.54567698291724,77.19506439948593,2356.134316121533,177.65,26.6471,10.6588,10.6588,5.3294
277,28.544373945253387,77.19544188164919,1375.460677790007,90.49,13.5742,5.4297,5.4297,2.7148
278,28.544780499658117,77.19554740411256,2484.727892306729,164.43,24.664,9.8656,9.8656,4.9328
279,28.54523020329175,77.19555820355977,2500.0,167.76,25.1636,10.0654,10.0654,5.0327
280,28.545681199462894,77.19556756072342,2500.0,167.06,25.0585,10.0234,10.0234,5.0117
281,28.544867481418176,77.19591908674889,723.8712728481829,43.77,6.5657,2.6263,2.6263,1.3131
282,28.545235015726405,77.1960532388401,2313.3309898747757,136.3,20.4451,8.178,8.178,4.089
283,28.54567293598857,77.19607831229568,2500.0,145.7,21.855,8.742,8.742,4.371
284,28.545981637965205,77.19610777120931,904.193890855628,51.57,7.7348,3.0939,3.0939,1.547
285,28.545696643715647,77.1965455700603,1951.6244802209312,98.97,14.8451,5.938,5.938,2.969
286,28.545962472685694,77.19656050915255,753.5765377571806,37.56,5.6334,2.2534,2.2534,1.1267
