cell_id,lat,lon,area_m2
78,28.546764509400706,77.1843495911757,2500.0
79,28.547215508857374,77.18435890118592,2500.0
80,28.54766650828129,77.18436821141016,2500.0
81,28.54811750767244,77.18437752184845,2500.0
82,28.548568507030836,77.18438683250078,2500.0
83,28.549019506356473,77.18439614336712,2500.0
84,28.549470505649346,77.18440545444753,2500.0
85,28.549921504909463,77.18441476574199,2500.0
86,28.550248635542854,77.18437639935155,1022.9558156919666
87,28.544563767382446,77.1848432257432,1739.0220843954012
88,28.544952290297385,77.18482310522332,2500.0
89,28.545403289731656,77.18483241654997,2500.0
90,28.545854289133167,77.18484172809067,2500.0
91,28.54630528850192,77.18485103984544,2500.0
92,28.546756287837916,77.1848603518143,2500.0
93,28.547207287141145,77.18486966399722,2500.0
94,28.547658286411618,77.18487897639423,2500.0
95,28.548109285649332,77.18488828900533,2500.0
96,28.548560284854283,77.1848976018305,2500.0
97,28.549011284026477,77.18490691486979,2500.0
98,28.54946228316591,77.18491622812316,2500.0
99,28.549899857252083,77.184913704146,2332.248836917356
100,28.54449434730071,77.18532595391736,2484.9089254128967
101,28.54494406742935,77.1853338569575,2500.0
102,28.545395066710146,77.18534317045663,2500.0
103,28.545846065958187,77.18535248416991,2500.0
104,28.54629706517347,77.18536179809729,2500.0
105,28.54674806435599,77.18537111223881,2500.0
106,28.547199063505754,77.18538042659445,2500.0
107,28.547650062622754,77.18538974116422,2500.0
108,28.548101061706998,77.18539905594811,2500.0
109,28.548552060758464,77.18540837094616,2500.0
110,28.549003059777178,77.18541768615835,2500.0
111,28.54945405876313,77.18542700158467,2500.0
112,28.549808839628067,77.18540026442615,1354.925641475711
113,28.544529014601192,77.18578334127228,1749.5861880685009
114,28.544935842642335,77.18584460847757,2500.0
115,28.545386841769634,77.18585392414921,2500.0
116,28.54583784086417,77.18586324003503,2500.0
117,28.546288839925943,77.18587255613504,2500.0
118,28.546739838954956,77.1858818724492,2500.0
119,28.54719083795121,77.18589118897754,2500.0
120,28.547641836914703,77.18590050572007,2500.0
121,28.548092835845424,77.18590982267676,2500.0
122,28.548543834743388,77.18591913984767,2500.0
123,28.54899483360859,77.18592845723275,2500.0
124,28.54944300395152,77.18593479019106,2466.1012201660574
125,28.544539667906328,77.1863748921151,1735.523994662799
126,28.544927615936352,77.18635535978346,2500.0
127,28.54537861491011,77.18636467762762,2500.0
128,28.545829613851108,77.186373995686,2500.0
129,28.54628061275934,77.18638331395859,2500.0
130,28.546731611634808,77.1863926324454,2500.0
131,28.547182610477513,77.18640195114645,2500.0
132,28.547633609287455,77.18641127006173,2500.0
133,28.548084608064634,77.18642058919123,2500.0
134,28.54853560680905,77.18642990853499,2500.0
135,28.548986605520696,77.18643922809296,2500.0
136,28.549369939146683,77.18641978818582,1686.895467247814
137,28.54446993921901,77.18685848478222,2481.645433864785
138,28.5449193873114,77.18686611087514,2500.0
139,28.545370386131584,77.1868754308918,2500.0
140,28.545821384919,77.18688475112273,2500.0
141,28.54629881693703,77.18684816866919,1801.108270814635
142,28.54672338239554,77.18690339222739,2500.0
143,28.54717438108467,77.18691271310114,2500.0
144,28.547625379741028,77.18692203418915,2500.0
145,28.54807637836463,77.18693135549145,2500.0
146,28.548527376955455,77.18694067700805,2500.0
147,28.54897837551352,77.18694999873894,2500.0
148,28.544094126369973,77.1873922488097,1481.3146028202027
149,28.544460158068148,77.18736753977774,2500.0
150,28.54491115676748,77.18737686175258,2500.0
151,28.54536215543405,77.18738618394174,2500.0
152,28.54577038256356,77.18737134694604,1972.5331216529362
153,28.546720775752505,77.18740888120139,2433.375460467637
154,28.547166149772682,77.18742347484154,2500.0
155,28.547617148275428,77.1874327981023,2500.0
156,28.5480681467454,77.18744212157739,2500.0
157,28.548519145182617,77.18745144526683,2500.0
158,28.548931258582872,77.18743729210121,2017.1561368163586
159,28.54400846943928,77.18787631850788,2406.9074584147334
160,28.544451925758914,77.18787828826842,2500.0
161,28.5449029243046,77.18788761241571,2500.0
162,28.54535392281752,77.18789693677734,2500.0
163,28.54567066374904,77.1878521059355,893.8960758736357
164,28.54678675118856,77.18789582672449,1552.9848424135707
165,28.547157916541558,77.1879342363676,2500.0
166,28.547608914890642,77.1879435618011,2500.0
167,28.548059913206966,77.18795288744899,2500.0
168,28.548510911490514,77.18796221331127,2500.0
169,28.54883097776554,77.18791945973898,934.8502059117891
170,28.54364815778456,77.1884115465103,1227.105210989248
171,28.543992693105977,77.18837971043943,2500.0
172,28.544443691530752,77.18838903654473,2500.0
173,28.544894689922756,77.18839836286446,2500.0
174,28.54532633681497,77.18839208944033,2256.927605894799
175,28.54715033683553,77.18844431330703,2492.626375582264
176,28.547600679586683,77.18845432528553,2500.0
177,28.548051677749317,77.1884636531062,2500.0
178,28.548485125742747,77.18845842128228,2279.652826601769
179,28.543551327648956,77.18889611830042,2274.6196698541016
180,28.543984457112614,77.18889045632896,2500.0
181,28.544435455383667,77.18889978460666,2500.0
182,28.544886453621956,77.18890911309882,2500.0
183,28.54523115603486,77.1888790994136,1236.4895798265934
184,28.547198809331963,77.1889305877019,1810.9011512016878
185,28.547592442363552,77.18896508855552,2500.0
186,28.548043440372464,77.18897441854898,2500.0
187,28.548390765829886,77.18894516996617,1266.8200316955335
188,28.543201432980037,77.18943431370738,972.8958191466518
189,28.54352522105029,77.18939187176848,2500.0
190,28.543976219200363,77.18940120200405,2500.0
191,28.544427217317672,77.18941053245412,2500.0
192,28.544872683316655,77.18941433276501,2432.515234157205
193,28.54728390185397,77.1894004478425,689.8593055899255
194,28.54758420322126,77.18947585161102,2500.0
195,28.548030307112306,77.1894802289347,2440.4867567634205
196,28.543098979803638,77.18991567464784,2084.7820681718977
197,28.543516981372953,77.18990261505672,2500.0
198,28.543967979369235,77.18991194746462,2500.0
199,28.544418977332757,77.18992128008706,2500.0
200,28.544843723768086,77.18993892649864,2202.1829890604477
201,28.547611616884378,77.18996505055892,2061.3563570308124
202,28.5479516614357,77.18996552153561,1598.789857479278
203,28.542753157057106,77.19046424148476,718.6864273040555
204,28.543057741901535,77.19040402376481,2500.0
205,28.54350873977677,77.19041335813043,2500.0
206,28.543959737619236,77.19042269271064,2500.0
207,28.544410735428926,77.19043202750547,2500.0
208,28.54486151813001,77.19044158528642,2497.6270427259733
209,28.54769854260452,77.19044961485544,947.4335416781329
210,28.54265232442891,77.19093250271503,1841.5817313827574
211,28.54304949854037,77.19091476445165,2500.0
212,28.543500496261753,77.19092410098953,2500.0
213,28.54395149395036,77.19093343774206,2500.0
214,28.544402491606192,77.19094277470924,2500.0
215,28.544853489229254,77.1909521118911,2500.0
216,28.54514690634389,77.19098850567276,727.6544349617325
217,28.542590617664874,77.19141657781195,2495.812921985655
218,28.543041253260412,77.19142550492384,2500.0
219,28.543492250827903,77.19143484363398,2500.0
220,28.54394324836261,77.19144418255883,2500.0
221,28.54439424586455,77.19145352169838,2500.0
222,28.54484524333371,77.19146286105264,2500.0
223,28.545184448243415,77.19148759414912,1245.817315322347
224,28.542206872819488,77.19194925283874,1587.3723395401612
225,28.542582008615316,77.19192690451368,2500.0
226,28.543033006061652,77.19193624518132,2500.0
227,28.543484003475207,77.19194558606374,2500.0
228,28.543935000855992,77.1919549271609,2500.0
229,28.544385998204,77.19196426847282,2500.0
230,28.544836995519237,77.19197360999947,2500.0
231,28.545222546386583,77.1919941028838,1763.9801956829615
232,28.542151870407064,77.19241526528307,2152.758996611818
233,28.54257375965173,77.19243764238422,2500.0
234,28.543024756944103,77.19244698522408,2500.0
235,28.543475754203694,77.19245632827875,2500.0
236,28.543926751430515,77.19246567154822,2500.0
237,28.54437774862456,77.19247501503249,2500.0
238,28.54482874578581,77.19248435873155,2500.0
239,28.545260645823067,77.19250280708228,2280.503185570624
240,28.5422367191845,77.19289041969184,1030.3772832616232
241,28.542565508769385,77.19294838003998,2500.0
242,28.54301650590776,77.19295772505204,2500.0
243,28.543467503013353,77.19296707027895,2500.0
244,28.54391850008617,77.19297641572074,2500.0
245,28.54436949712621,77.19298576137734,2500.0
246,28.544820494133475,77.1929951072488,2500.0
247,28.545271491107954,77.19300445333515,2500.0
248,28.54257934355845,77.19344199402677,2224.1590303252083
249,28.543008252952628,77.19346846466516,2500.0
250,28.54345924990419,77.19347781206433,2500.0
251,28.543910246822968,77.19348715967838,2500.0
252,28.544361243708966,77.19349650750735,2500.0
253,28.54481224056219,77.19350585555122,2500.0
254,28.545263237382635,77.19351520381,2500.0
255,28.54556459141046,77.1935484053296,818.468836764805
256,28.542669252972203,77.19392237977313,1054.712248861324
257,28.542999998078717,77.19397920406337,2500.0
258,28.543450994876203,77.1939885536348,2500.0
259,28.543901991640908,77.19399790342113,2500.0
260,28.54435298837284,77.19400725342246,2500.0
261,28.54480398507198,77.19401660363872,2500.0
262,28.54525498173835,77.19402595406994,2500.0
263,28.545602286483973,77.1940496603252,1336.6317171254195
264,28.543012574615766,77.19447354416106,2240.1657406764066
265,28.543442737929407,77.1944992949903,2500.0
266,28.54389373454,77.19450864694895,2500.0
267,28.544344731117818,77.1945179991226,2500.0
268,28.544795727662855,77.19452735151124,2500.0
269,28.545246724175104,77.19453670411491,2500.0
270,28.54564041939316,77.19455676306237,1854.794597486034
271,28.543466595821396,77.1949094832011,1430.992952210363
272,28.543892592464754,77.19501000051342,2397.094287779872
273,28.544336471943915,77.19502874460774,2500.0
274,28.544787468334807,77.19503809916877,2500.0
275,28.545238464692908,77.19504745394487,2500.0
276,28.54567698291724,77.19506439948593,2356.134316121533
277,28.544373945253387,77.19544188164919,1375.4606777900067
278,28.544780499658117,77.19554740411256,2484.727892306729
279,28.54523020329175,77.19555820355977,2500.0
280,28.545681199462894,77.19556756072342,2500.0
281,28.544867481418176,77.19591908674889,723.8712728481829
282,28.545235015726405,77.1960532388401,2313.3309898747757
283,28.54567293598857,77.19607831229568,2500.0
284,28.545981637965205,77.19610777120931,904.1938908556281
285,28.545696643715647,77.1965455700603,1951.6244802209312
286,28.545962472685698,77.19656050915255,753.5765377571806
